script,use_speaker_sep,keep_only_speaker_gold_clusters,remove_singleton_gold_clusters,keep_person_sys_clusters,keep_speaker_sys_clusters,muc_R,muc_P,muc_F1,bcubed_R,bcubed_P,bcubed_F1,ceafe_R,ceafe_P,ceafe_F1,conll2012_R,conll2012_P,conll2012_F1,nec_F1,nec_per_chains_missed,nec_name_F1,nec_pronoun_F1,nec_nominal_F1
basterds,True,False,False,True,True,0.6489028213166145,0.8685314685314686,0.742822966507177,0.24887330294662618,0.6184243422803197,0.35491692969055527,0.33320147088209007,0.3065453532115228,0.319318076262003,0.4103258650484436,0.5978337213411037,0.4723526574865784,0.38318169151440357,35.0,0.3446393815560803,0.3524065037301603,0.32625000000000004
basterds,False,False,True,True,True,0.5966562173458725,0.8299418604651163,0.6942249240121581,0.18949039910899634,0.48388249041300596,0.27233376233873346,0.27891205686426074,0.32074886539389985,0.2983710375757208,0.3550195577730432,0.5448577387573407,0.4216432413088708,0.3207488653938999,40.0,0.32765180393088345,0.23628501502043758,0.3201149425287356
basterds,True,False,True,True,True,0.6489028213166145,0.8685314685314686,0.742822966507177,0.24887330294662618,0.6184243422803197,0.35491692969055527,0.33320147088209007,0.3065453532115228,0.319318076262003,0.4103258650484436,0.5978337213411037,0.4723526574865784,0.38318169151440357,35.0,0.3446393815560803,0.3524065037301603,0.32625000000000004
basterds,False,True,False,False,False,0.7150837988826816,0.5638766519823789,0.6305418719211823,0.21102056001958172,0.3271063667731655,0.2565423332886988,0.5408956903495896,0.03906468874747036,0.07286677693828668,0.4890000164172843,0.3100159025010049,0.31998366071605594,0.5408956903495896,7.6923076923076925,0.5021790349160804,0.4917205359288783,0.2617152961980548
basterds,True,True,False,False,False,0.7731843575418994,0.5929734361610969,0.6711930164888458,0.2698020213727746,0.4082657802513678,0.32489651478897225,0.5989495733075919,0.04553417808771166,0.08463417883694233,0.5473119840740887,0.34892446483339207,0.3602412367049201,0.5989495733075919,0.0,0.4845267874755548,0.6703689800976826,0.27115384615384613
basterds,False,True,True,False,False,0.7150837988826816,0.5638766519823789,0.6305418719211823,0.21102056001958172,0.3271063667731655,0.2565423332886988,0.5408956903495896,0.03906468874747036,0.07286677693828668,0.4890000164172843,0.3100159025010049,0.31998366071605594,0.5408956903495896,7.6923076923076925,0.5021790349160804,0.4917205359288783,0.2617152961980548
basterds,True,True,True,False,False,0.7731843575418994,0.5929734361610969,0.6711930164888458,0.2698020213727746,0.4082657802513678,0.32489651478897225,0.5989495733075919,0.04553417808771166,0.08463417883694233,0.5473119840740887,0.34892446483339207,0.3602412367049201,0.5989495733075919,0.0,0.4845267874755548,0.6703689800976826,0.27115384615384613
basterds,False,True,False,False,True,0.6659217877094972,0.7422166874221668,0.702002355712603,0.20639568612409914,0.44538606096220335,0.2820752868681728,0.5408956903495896,0.16742009463201582,0.2556961445288969,0.47107105472772864,0.451674281005462,0.4132579290365575,0.5408956903495896,7.6923076923076925,0.5021790349160804,0.4917205359288783,0.2617152961980548
basterds,True,True,False,False,True,0.7150837988826816,0.7766990291262136,0.7446189645142525,0.2643962206374371,0.5658715619630814,0.3604001154437872,0.5989495733075919,0.19465861132496737,0.2938243189810828,0.5261431976092369,0.5124097341380874,0.46628113297970747,0.5989495733075919,0.0,0.4845267874755548,0.6703689800976826,0.27115384615384613
basterds,False,True,True,False,True,0.6659217877094972,0.7422166874221668,0.702002355712603,0.20639568612409914,0.44538606096220335,0.2820752868681728,0.5408956903495896,0.16742009463201582,0.2556961445288969,0.47107105472772864,0.451674281005462,0.4132579290365575,0.5408956903495896,7.6923076923076925,0.5021790349160804,0.4917205359288783,0.2617152961980548
basterds,True,True,True,False,True,0.7150837988826816,0.7766990291262136,0.7446189645142525,0.2643962206374371,0.5658715619630814,0.3604001154437872,0.5989495733075919,0.19465861132496737,0.2938243189810828,0.5261431976092369,0.5124097341380874,0.46628113297970747,0.5989495733075919,0.0,0.4845267874755548,0.6703689800976826,0.27115384615384613
basterds,False,True,False,True,False,0.6435754189944134,0.7741935483870968,0.7028676021964613,0.2018048215014167,0.4516061893620819,0.27895552697439574,0.4511521006059998,0.16757078022508565,0.24437405449491656,0.4321774470339433,0.4644568393247548,0.4087323945552579,0.4511521006059998,23.076923076923077,0.4457687785058239,0.36351540772375013,0.2617152961980548
basterds,True,True,False,True,False,0.6860335195530727,0.7580246913580246,0.7202346041055718,0.25972940384019133,0.5339513043500288,0.3494676197302446,0.5421730165310351,0.15322280901964036,0.23892370220011716,0.49597864664143304,0.48173293490923125,0.4362086420119779,0.5421730165310351,7.6923076923076925,0.47427037721914456,0.5421638518925543,0.27115384615384613
basterds,False,True,True,True,False,0.6435754189944134,0.7741935483870968,0.7028676021964613,0.2018048215014167,0.4516061893620819,0.27895552697439574,0.4511521006059998,0.16757078022508565,0.24437405449491656,0.4321774470339433,0.4644568393247548,0.4087323945552579,0.4511521006059998,23.076923076923077,0.4457687785058239,0.36351540772375013,0.2617152961980548
basterds,True,True,True,True,False,0.6860335195530727,0.7580246913580246,0.7202346041055718,0.25972940384019133,0.5339513043500288,0.3494676197302446,0.5421730165310351,0.15322280901964036,0.23892370220011716,0.49597864664143304,0.48173293490923125,0.4362086420119779,0.5421730165310351,7.6923076923076925,0.47427037721914456,0.5421638518925543,0.27115384615384613
basterds,False,True,False,True,True,0.6346368715083799,0.8255813953488372,0.7176247631080227,0.20151802742796718,0.4813576575043246,0.28409928122491707,0.4511521006059998,0.2932488653938999,0.35545317017442407,0.42910233318078234,0.5333959727490205,0.45239240483578796,0.4511521006059998,23.076923076923077,0.4457687785058239,0.36351540772375013,0.2617152961980548
basterds,True,True,False,True,True,0.6837988826815642,0.855944055944056,0.760248447204969,0.2596748081239896,0.6146311113594292,0.36509924581912,0.5421730165310351,0.2819299685961383,0.3709604849949188,0.4952155691121963,0.5841683786332078,0.4987693926730026,0.5421730165310351,7.6923076923076925,0.47427037721914456,0.5421638518925543,0.3480769230769231
basterds,False,True,True,True,True,0.6346368715083799,0.8255813953488372,0.7176247631080227,0.20151802742796718,0.4813576575043246,0.28409928122491707,0.4511521006059998,0.2932488653938999,0.35545317017442407,0.42910233318078234,0.5333959727490205,0.45239240483578796,0.4511521006059998,23.076923076923077,0.4457687785058239,0.36351540772375013,0.2617152961980548
basterds,True,True,True,True,True,0.6837988826815642,0.855944055944056,0.760248447204969,0.2596748081239896,0.6146311113594292,0.36509924581912,0.5421730165310351,0.2819299685961383,0.3709604849949188,0.4952155691121963,0.5841683786332078,0.4987693926730026,0.5421730165310351,7.6923076923076925,0.47427037721914456,0.5421638518925543,0.3480769230769231
bourne,False,False,False,False,False,0.8080094228504122,0.6423220973782772,0.7157016171100679,0.5238790483199307,0.44601286449098565,0.481820276881793,0.4084117519871564,0.09699779109694964,0.15676410682335298,0.5801000743858331,0.3951109176554042,0.4514286669384046,0.5170917600805406,33.333333333333336,0.4757686959422527,0.4755060849291222,0.5833333333333334
bourne,True,False,False,False,False,0.856301531213192,0.6537769784172662,0.7414584395716471,0.6763885741313128,0.540107525485908,0.6006144354362605,0.5557951262430664,0.12957186992169645,0.2101513910172788,0.6961617438625237,0.4411521246082903,0.5174080886750622,0.5314406763395453,33.333333333333336,0.4656885895385563,0.4513196450574142,0.5833333333333334
bourne,False,False,True,False,False,0.8080094228504122,0.6423220973782772,0.7157016171100679,0.5275720819381738,0.4454021153053179,0.48301737484306123,0.5304635681730455,0.09283112443028298,0.15801042456218378,0.6220150243205439,0.3935184457046261,0.45224313883843764,0.6894556801073874,11.11111111111111,0.6343582612563369,0.5228970021277185,0.5555555555555556
bourne,True,False,True,False,False,0.856301531213192,0.6537769784172662,0.7414584395716471,0.6829608497770518,0.5397153686231629,0.6029469801496639,0.7304838618060662,0.12548189037159418,0.2141732788541346,0.7565820809321032,0.4396580791373412,0.5195262328584819,0.7085875684527271,11.11111111111111,0.6209181193847417,0.4906484156321077,0.5555555555555556
bourne,False,False,False,False,True,0.7550058892815077,0.9263005780346821,0.8319273199221285,0.47831848624864387,0.7107905247507164,0.5718302438107162,0.21341744804548402,0.6758219188106994,0.3243945210291357,0.4822472745252118,0.7709710071986993,0.5760506949206602,0.44566318865196924,41.666666666666664,0.4561608528049978,0.4755060849291222,0.5833333333333334
bourne,True,False,False,False,True,0.8021201413427562,0.9128686327077749,0.8539184952978057,0.6253208096898167,0.8307516202247062,0.7135445533304084,0.3262257439779202,0.688698792842276,0.44273493825574883,0.5845555650034977,0.8107730152582523,0.6700659956279876,0.45826994463222825,41.666666666666664,0.4460807464013013,0.36798631172408086,0.75
bourne,False,False,True,False,True,0.7550058892815077,0.9263005780346821,0.8319273199221285,0.4826322660234289,0.7104354111143527,0.5747855866014027,0.28963796520458546,0.6758219188106994,0.40549315128641966,0.5090920401698407,0.7708526359865782,0.6040686859366503,0.5942175848692923,22.22222222222222,0.6082144704066637,0.5228970021277185,0.6666666666666666
bourne,True,False,True,False,True,0.8021201413427562,0.9128686327077749,0.8539184952978057,0.6324510355699743,0.8307516202247062,0.7181639814987815,0.44273493825574883,0.688698792842276,0.5389816639635203,0.6257687050561598,0.8107730152582523,0.7036880469200358,0.611026592842971,22.22222222222222,0.5947743285350684,0.37953730452099665,0.6666666666666666
bourne,False,False,False,True,False,0.7232037691401649,0.844566712517194,0.7791878172588832,0.4517574090337295,0.6379456535310666,0.5289453346404395,0.12140169437559499,0.2562924659040339,0.1647594423668789,0.43212095751649643,0.5796016106507648,0.4909641980887338,0.38443869885605086,50.0,0.3853275194716645,0.4546727515957889,0.5833333333333334
bourne,True,False,False,True,False,0.7526501766784452,0.8635135135135135,0.8042794210195091,0.5762896879572253,0.780018709397734,0.6628532854566922,0.12327432949399798,0.22306783432247254,0.15879405155159063,0.4840713980432229,0.6222000190779067,0.541975586009264,0.390368710064327,50.0,0.37200667232722723,0.43048631172408086,0.5833333333333334
bourne,False,False,True,True,False,0.7232037691401649,0.844566712517194,0.7791878172588832,0.4569085767536124,0.6379456535310666,0.5324596325946381,0.16475944236687892,0.2562924659040339,0.20057671244663522,0.4482905960868855,0.5796016106507648,0.5040747207667189,0.5125849318080679,33.333333333333336,0.5137700259622193,0.49511922434994077,0.6666666666666666
bourne,True,False,True,True,False,0.7526501766784452,0.8635135135135135,0.8042794210195091,0.5828608360525187,0.780018709397734,0.6671790747963281,0.1673008757418544,0.22306783432247254,0.19120100084783362,0.5009372961576061,0.6222000190779067,0.5542198322212236,0.5204916134191027,33.333333333333336,0.49600889643630297,0.35175952674321886,0.6666666666666666
bourne,False,False,False,True,True,0.7220259128386337,0.9316109422492401,0.8135368281353682,0.45174385860445193,0.713648916427826,0.5532667133397373,0.121401694375595,0.6590377694675158,0.20503397272322713,0.43172382193956027,0.7680992093815272,0.523945838066111,0.38443869885605086,8.333333333333334,0.3853275194716645,0.2880060849291222,0.5
bourne,True,False,False,True,True,0.751472320376914,0.9396170839469808,0.8350785340314136,0.5762761375279478,0.8618547858102992,0.6907108928912455,0.12327432949399801,0.5855530650964905,0.20367063133790975,0.4836742624662866,0.7956749782845902,0.5764866860868563,0.390368710064327,16.666666666666668,0.37200667232722723,0.2638196450574141,0.5833333333333334
bourne,False,False,True,True,True,0.7220259128386337,0.9316109422492401,0.8135368281353682,0.4568948718154491,0.713648916427826,0.5571129136174782,0.16475944236687895,0.6590377694675158,0.2636151077870063,0.44789340900698726,0.7680992093815272,0.5447549498466177,0.5125849318080679,11.11111111111111,0.5137700259622193,0.38400811323882966,0.6666666666666666
bourne,True,False,True,True,True,0.751472320376914,0.9396170839469808,0.8350785340314136,0.5828471311143554,0.8618547858102992,0.6954093207213596,0.16730087574185443,0.5855530650964905,0.26024580670955133,0.500540109077708,0.7956749782845902,0.5969112204874416,0.5204916134191027,22.22222222222222,0.49600889643630297,0.35175952674321886,0.6666666666666666
bourne,False,True,False,False,False,0.8184143222506394,0.599250936329588,0.6918918918918919,0.5234502777882611,0.4116082083313402,0.4608405446061262,0.4226360084292768,0.0528295010536596,0.09391911298428374,0.5881668694893925,0.3545628819048627,0.41555051649410063,0.7639940376890901,0.0,0.7819900333799962,0.5294390027356382,0.7142857142857143
bourne,True,True,False,False,False,0.8695652173913043,0.6115107913669064,0.7180570221752903,0.688704049798575,0.49913067158645347,0.5787898075574905,0.6169717707009056,0.07570205775471235,0.13485721763954223,0.7250803459635949,0.39544784023602403,0.477234682457441,0.785605619369534,0.0,0.7647098509736594,0.4879765343841385,0.7142857142857143
bourne,False,True,True,False,False,0.8184143222506394,0.599250936329588,0.6918918918918919,0.5254794514255776,0.41140462526945093,0.4614971738299874,0.5368480112390357,0.050329501053659596,0.09203108764097755,0.6269139283050842,0.3536616875508995,0.41514005112095226,0.7639940376890901,0.0,0.7819900333799962,0.5294390027356382,0.7142857142857143
bourne,True,True,True,False,False,0.8695652173913043,0.6115107913669064,0.7180570221752903,0.693024652369457,0.49913067158645347,0.5803100539203369,0.8226290276012075,0.07570205775471235,0.13864534173054058,0.7950729657873229,0.39544784023602403,0.47900413927538926,0.785605619369534,0.0,0.7647098509736594,0.4879765343841385,0.7142857142857143
bourne,False,True,False,False,True,0.8132992327365729,0.9190751445086706,0.8629579375848032,0.5216356990472325,0.7074742860436725,0.6005058102770817,0.3826360084292767,0.6377266807154612,0.4782950105365959,0.572523646737694,0.7547587037559347,0.6472529194661603,0.7639940376890901,0.0,0.7819900333799962,0.5294390027356382,0.7142857142857143
bourne,True,True,False,False,True,0.8670076726342711,0.9088471849865952,0.8874345549738221,0.6870235555214473,0.8277377045454557,0.7508447909353891,0.5912574849866198,0.6569527610962442,0.6223762999859156,0.7150962377141128,0.797845883542765,0.7535518819650423,0.785605619369534,0.0,0.7647098509736594,0.4879765343841385,0.7142857142857143
bourne,False,True,True,False,True,0.8132992327365729,0.9190751445086706,0.8629579375848032,0.5236534888781436,0.7071191724073088,0.6017121330871562,0.4835146779057023,0.6043933473821278,0.5372385310063359,0.6068224665068063,0.7435292214327024,0.6673028672260983,0.7639940376890901,0.0,0.7819900333799962,0.5294390027356382,0.7142857142857143
bourne,True,True,True,False,True,0.8670076726342711,0.9088471849865952,0.8874345549738221,0.6913336154682569,0.8277377045454557,0.753411498727578,0.7883433133154931,0.6569527610962442,0.716675739377721,0.7822282004726736,0.797845883542765,0.7858405976930403,0.785605619369534,0.0,0.7647098509736594,0.4879765343841385,0.7142857142857143
bourne,False,True,False,True,False,0.7813299232736572,0.8404401650618982,0.8098078197481776,0.49600019344919133,0.6378320534642762,0.5580452007209854,0.2306632193136305,0.25629246590403393,0.24280338875119004,0.502664445345493,0.5781882281434029,0.5368854697401176,0.6590377694675158,14.285714285714286,0.6605614619514248,0.4937247170213524,0.7142857142857143
bourne,True,True,False,True,False,0.8158567774936062,0.8621621621621621,0.8383705650459922,0.6365365168969978,0.7799495483215877,0.7009830608780436,0.23422122603859621,0.22306783432247257,0.22850851320838653,0.5622048401430667,0.6217265149354075,0.5892873797108075,0.6692035029674176,14.285714285714286,0.6377257239895323,0.4522622486698528,0.7142857142857143
bourne,False,True,True,True,False,0.7813299232736572,0.8404401650618982,0.8098078197481776,0.49911186342064173,0.6378320534642762,0.5600092318119027,0.30755095908484065,0.2562924659040339,0.2795917809862188,0.5293309152597132,0.5781882281434028,0.5498029441820996,0.6590377694675158,14.285714285714286,0.6605614619514248,0.4937247170213524,0.7142857142857143
bourne,True,True,True,True,False,0.8158567774936062,0.8621621621621621,0.8383705650459922,0.6405298451083967,0.7799495483215877,0.703397691919302,0.31229496805146156,0.22306783432247254,0.26024580670955133,0.5895605302178215,0.6217265149354075,0.6006713545582819,0.6692035029674176,14.285714285714286,0.6377257239895323,0.4522622486698528,0.7142857142857143
bourne,False,True,False,True,True,0.7800511508951407,0.9270516717325228,0.8472222222222222,0.4959852068771598,0.7135216501875871,0.5851908671910542,0.2306632193136305,0.6590377694675158,0.3417232878720452,0.5022331923619769,0.766537030462542,0.5913787924284405,0.6590377694675158,14.285714285714286,0.6605614619514248,0.4937247170213524,0.7142857142857143
bourne,True,True,False,True,True,0.8145780051150895,0.9381443298969072,0.8720054757015743,0.6365215303249663,0.8617781750694734,0.732217140297001,0.23422122603859621,0.5855530650964905,0.33460175148370885,0.5617735871595507,0.7951585233542904,0.6462747891607613,0.6692035029674176,14.285714285714286,0.6377257239895323,0.4522622486698528,0.7142857142857143
bourne,False,True,True,True,True,0.7800511508951407,0.9270516717325228,0.8472222222222222,0.49909678282996506,0.7135216501875871,0.5873510584891427,0.3075509590848407,0.6590377694675158,0.41938767147932826,0.5288996309366488,0.766537030462542,0.6179869840635644,0.6590377694675158,14.285714285714286,0.6605614619514248,0.4937247170213524,0.7142857142857143
bourne,True,True,True,True,True,0.8145780051150895,0.9381443298969072,0.8720054757015743,0.6405147645177202,0.8617781750694734,0.7348522120097433,0.3122949680514616,0.5855530650964905,0.4073412626758195,0.5891292458947571,0.7951585233542904,0.6713996501290457,0.6692035029674176,14.285714285714286,0.6377257239895323,0.4522622486698528,0.7142857142857143
shawshank,False,False,False,False,False,0.8217703349282297,0.6432584269662921,0.7216386554621849,0.5537599574470283,0.4113163216851681,0.47202591902571633,0.4700378234408096,0.12926040144622264,0.2027614140332904,0.6151893719386893,0.39461171669922757,0.46547532950706394,0.5649209705771072,20.0,0.6066847041847041,0.5810244507779794,0.40909090909090906
shawshank,True,False,False,False,False,0.9066985645933014,0.6614310645724258,0.7648839556004037,0.7297913538893774,0.46814414728338716,0.5703938997164077,0.5454141697602964,0.1363535424400741,0.21816566790411857,0.7273013627476584,0.4219762514319623,0.51781450774031,0.674577712131126,15.0,0.7013116509991767,0.678518205289184,0.49327272727272725
shawshank,False,False,True,False,False,0.8217703349282297,0.6432584269662921,0.7216386554621849,0.5596188291753567,0.41115345523565666,0.4740333421652643,0.6166160878200694,0.1271770681128893,0.21086353262240715,0.6660017506412186,0.39386298343827936,0.46884517674995213,0.6276899673078968,11.11111111111111,0.6740941157607823,0.5900271675310882,0.398989898989899
shawshank,True,False,True,False,False,0.9066985645933014,0.6614310645724258,0.7648839556004037,0.7378784711422924,0.4681126293812188,0.5728238477717993,0.7272188930137286,0.1363535424400741,0.22964807147801955,0.7905986429164408,0.42196574546457294,0.5224519582834075,0.7495307912568068,5.555555555555555,0.779235167776863,0.7539091169879822,0.5480808080808081
shawshank,False,False,False,False,True,0.7583732057416268,0.8929577464788733,0.8201811125485123,0.5086827128542946,0.6048400953434379,0.5526096066955742,0.2521801606721845,0.5283774795036247,0.3414131406023421,0.506412026422702,0.675391773775312,0.5714012866154763,0.39170668486282145,45.0,0.46132756132756125,0.4476911174446462,0.40909090909090906
shawshank,True,False,False,False,True,0.8169856459330144,0.9143239625167336,0.8629185091598232,0.6628229878050884,0.6874029179376205,0.6748892225449141,0.3384479436846734,0.5727580585432934,0.4254774149178751,0.606085525807592,0.7248283129992158,0.6544283822075374,0.5102919978454118,35.0,0.5684545081420338,0.528518205289184,0.516
shawshank,False,False,True,False,True,0.7583732057416268,0.8929577464788733,0.8201811125485123,0.5139709865498034,0.6045664975322204,0.5555998678517391,0.3261392041285693,0.5125044636306089,0.3986145828238069,0.5328277988066665,0.6700095692139009,0.5914651877413527,0.43522964984757945,38.888888888888886,0.5125861792528458,0.4418790193829403,0.45454545454545453
shawshank,True,False,True,False,True,0.8169856459330144,0.9143239625167336,0.8629185091598232,0.6700624042214934,0.6873490153934205,0.6785956374589076,0.45126392491289785,0.5727580585432934,0.5048037126144281,0.6461039916891352,0.7248103454844825,0.6821059530777197,0.5669911087171243,27.77777777777778,0.6316161201578153,0.5872424503213156,0.5177777777777778
shawshank,False,False,False,True,False,0.5131578947368421,0.8649193548387096,0.6441441441441441,0.36190572151782213,0.5396917828324101,0.43326993058607804,0.16086152702565654,0.30773509517951686,0.2112808116157877,0.3453083810934403,0.5707820776168789,0.4295649621153366,0.3170532541932865,50.0,0.3747460317460317,0.3664467814390694,0.5590909090909091
shawshank,True,False,False,True,False,0.7739234449760766,0.889958734525447,0.8278950735764555,0.618725168623711,0.6613171367173019,0.6393125527521614,0.2482658431764859,0.3523773257988832,0.2912985893270768,0.5469714855920912,0.6345510656805441,0.5861687385518979,0.4195777121311261,45.0,0.46419043887796463,0.47984173470094865,0.5432727272727272
shawshank,False,False,True,True,False,0.5131578947368421,0.8649193548387096,0.6441441441441441,0.36648680660032623,0.5396917828324101,0.43653628621374146,0.2144820360342087,0.30773509517951686,0.252782399611746,0.3647089124571257,0.5707820776168789,0.4444876099898772,0.3522813935480962,44.44444444444444,0.41638447971781306,0.4071630904878549,0.5656565656565656
shawshank,True,False,True,True,False,0.7739234449760766,0.889958734525447,0.8278950735764555,0.6265571327835048,0.6613171367173019,0.6434680447537743,0.3310211242353145,0.3523773257988832,0.3413655343676681,0.5771672339982986,0.6345510656805441,0.6042428842326326,0.46619745792347345,38.888888888888886,0.5157671543088496,0.5887130385566096,0.5480808080808081
shawshank,False,False,False,True,True,0.49282296650717705,0.8879310344827587,0.6338461538461538,0.34767234667379926,0.5487792681316791,0.42566798431987163,0.0920932737478339,0.578872006414956,0.15890604097665456,0.3108628623096034,0.6718607696764645,0.4061400597142266,0.20260520224523457,5.0,0.2307777777777778,0.16644678143906938,0.10909090909090909
shawshank,True,False,False,True,True,0.7476076555023924,0.9231905465288035,0.8261731658955718,0.5997249696946823,0.6901821951942781,0.6417818388229968,0.1768372717479145,0.6484033297423532,0.27788714131815134,0.5080566323149964,0.7539253571551449,0.5819473820122399,0.30529199784541183,20.0,0.33133329602082173,0.27984173470094864,0.266
shawshank,False,False,True,True,True,0.49282296650717705,0.8879310344827587,0.6338461538461538,0.35207326245448023,0.5487792681316791,0.42895035699746686,0.12279103166377853,0.578872006414956,0.20260520224523457,0.32256242020847864,0.6718607696764645,0.42180057102961843,0.22511689138359398,5.555555555555555,0.2564197530864198,0.18494086826563264,0.1212121212121212
shawshank,True,False,True,True,True,0.7476076555023924,0.9231905465288035,0.8261731658955718,0.6073164250072731,0.6901821951942781,0.6461031662969314,0.2357830289972193,0.6484033297423532,0.3458151091959217,0.5302357031689616,0.7539253571551449,0.6060304804628083,0.33921333093934647,22.22222222222222,0.3681481066898019,0.3109352607788318,0.29555555555555557
shawshank,False,True,False,False,False,0.832258064516129,0.6039325842696629,0.6999457406402604,0.5622522951830731,0.37063129303882136,0.4467616277287976,0.47570071914668105,0.07432823736666891,0.1285677619315354,0.6234036929486277,0.3496307048917177,0.42509171010019786,0.6410872074812638,7.6923076923076925,0.7289654789654788,0.6631145396584301,0.3986013986013986
shawshank,True,True,False,False,False,0.9161290322580645,0.6195462478184991,0.739198334200937,0.7449290390618648,0.42894128005480137,0.5444056474749875,0.5921224871652183,0.08410830783596851,0.14729415103612398,0.7510601861617158,0.37753194523642297,0.4769660442373495,0.7235261505314028,7.6923076923076925,0.7976223202185135,0.7554126235218216,0.48615384615384616
shawshank,False,True,True,False,False,0.832258064516129,0.6039325842696629,0.6999457406402604,0.5638214021940433,0.37046842658931,0.4471375397936419,0.5504373640635093,0.07224490403333558,0.12772579718600766,0.6488389435912273,0.34888197163076945,0.42493635920663664,0.6410872074812638,7.6923076923076925,0.7289654789654788,0.6631145396584301,0.3986013986013986
