script,keep_only_speaker_gold_clusters,remove_singleton_gold_clusters,use_speaker_sep,keep_person_sys_clusters,keep_speaker_sys_clusters,heuristic_speaker_resolution,heuristic_pronoun_resolution,min_speaker_sim,max_speaker_merges,muc_R,muc_P,muc_F1,bcubed_R,bcubed_P,bcubed_F1,ceafe_R,ceafe_P,ceafe_F1,conll2012_R,conll2012_P,conll2012_F1,nec_F1,nec_per_chains_missed,nec_name_F1,nec_pronoun_F1,nec_nominal_F1
basterds,False,True,True,False,True,True,False,0.6,3,0.7481713688610241,0.7937915742793792,0.7703066164604627,0.451403553304683,0.47529936442495946,0.46304337211006336,0.4035249846359797,0.21583894527040773,0.2812446862614404,0.5343666356005622,0.4949766279915821,0.5048648916106555,0.4640537323313766,30.0,0.38126080561201353,0.6137369473003932,0.2778161196911197
basterds,False,False,False,True,False,True,False,0.6,3,0.7314524555903866,0.8018327605956472,0.7650273224043715,0.2943739274828384,0.41885959191528827,0.3457530802534691,0.5058872144756941,0.20777510594537435,0.29456723880863195,0.510571199182973,0.47615581948543656,0.4684492138221576,0.5380202966470482,15.0,0.5221686021322285,0.46327393037506237,0.32088815789473685
basterds,False,False,True,True,False,True,False,0.6,3,0.7471264367816092,0.7883131201764058,0.7671673819742488,0.44676312366211324,0.46855474693981236,0.4573995309670537,0.5278883500133588,0.20235720083845418,0.29256462771824704,0.5739259701523604,0.4864083559848908,0.5057105135531832,0.5647639102076704,15.0,0.47380357454890587,0.550886006701522,0.30817460317460316
basterds,False,True,False,True,False,True,False,0.6,3,0.7314524555903866,0.8018327605956472,0.7650273224043715,0.2943739274828384,0.41885959191528827,0.3457530802534691,0.5058872144756941,0.20777510594537435,0.29456723880863195,0.510571199182973,0.47615581948543656,0.4684492138221576,0.5380202966470482,15.0,0.5221686021322285,0.46327393037506237,0.32088815789473685
basterds,False,True,True,True,False,True,False,0.6,3,0.7471264367816092,0.7883131201764058,0.7671673819742488,0.44676312366211324,0.46855474693981236,0.4573995309670537,0.5278883500133588,0.20235720083845418,0.29256462771824704,0.5739259701523604,0.4864083559848908,0.5057105135531832,0.5647639102076704,15.0,0.47380357454890587,0.550886006701522,0.30817460317460316
basterds,False,False,False,True,True,True,False,0.6,3,0.7053291536050157,0.8261933904528764,0.7609921082299888,0.279482353654241,0.41622442994091235,0.3344149750190572,0.3585269660284891,0.20112488338183537,0.25769125683297656,0.44777949109591525,0.48118090125854135,0.4510327800273408,0.4123060109327625,30.0,0.43466860213222847,0.4779798127280035,0.27088815789473686
basterds,False,False,True,True,True,True,False,0.6,3,0.7199582027168234,0.8485221674876847,0.7789711701526286,0.4241763450949895,0.5018898676790493,0.4597723289668325,0.38054004614331577,0.2244210528537503,0.28233616326762134,0.5082248646517096,0.5249443626734948,0.5070265541290275,0.4376210530648132,30.0,0.39523214597747736,0.5099769157924311,0.3248412698412698
basterds,False,True,False,True,True,True,False,0.6,3,0.7053291536050157,0.8261933904528764,0.7609921082299888,0.279482353654241,0.41622442994091235,0.3344149750190572,0.3585269660284891,0.20112488338183537,0.25769125683297656,0.44777949109591525,0.48118090125854135,0.4510327800273408,0.4123060109327625,30.0,0.43466860213222847,0.4779798127280035,0.27088815789473686
basterds,False,True,True,True,True,True,False,0.6,3,0.7199582027168234,0.8485221674876847,0.7789711701526286,0.4241763450949895,0.5018898676790493,0.4597723289668325,0.38054004614331577,0.2244210528537503,0.28233616326762134,0.5082248646517096,0.5249443626734948,0.5070265541290275,0.4376210530648132,30.0,0.39523214597747736,0.5099769157924311,0.3248412698412698
basterds,True,False,False,False,False,True,False,0.6,3,0.8212290502793296,0.5936995153473344,0.6891701828410689,0.317869595260472,0.2929577020501795,0.30490564710885476,0.6291302800606136,0.04397147118703213,0.08219792603807011,0.589409641866805,0.3102095628615154,0.3587579186626646,0.6291302800606136,0.0,0.5937972464923406,0.56719937452984,0.18583609373083057
basterds,True,False,True,False,False,True,False,0.6,3,0.8480446927374302,0.6096385542168675,0.7093457943925234,0.4836705266466571,0.3551193951444772,0.40954422653337863,0.6665915408648397,0.04980281627151102,0.09268117680473709,0.666102253416309,0.33818692187761856,0.40385706591021303,0.6665915408648397,0.0,0.530611029612888,0.7134414573852202,0.1966401841401841
basterds,True,True,False,False,False,True,False,0.6,3,0.8212290502793296,0.5936995153473344,0.6891701828410689,0.317869595260472,0.2929577020501795,0.30490564710885476,0.6291302800606136,0.04397147118703213,0.08219792603807011,0.589409641866805,0.3102095628615154,0.3587579186626646,0.6291302800606136,0.0,0.5937972464923406,0.56719937452984,0.18583609373083057
basterds,True,True,True,False,False,True,False,0.6,3,0.8480446927374302,0.6096385542168675,0.7093457943925234,0.4836705266466571,0.3551193951444772,0.40954422653337863,0.6665915408648397,0.04980281627151102,0.09268117680473709,0.666102253416309,0.33818692187761856,0.40385706591021303,0.6665915408648397,0.0,0.530611029612888,0.7134414573852202,0.1966401841401841
basterds,True,False,False,False,True,True,False,0.6,3,0.7720670391061453,0.7626931567328918,0.7673514714047751,0.3132447213649894,0.3808994936329191,0.343775120999802,0.6291302800606136,0.17038945084974952,0.26815388986190086,0.5714806801772494,0.43799403373852014,0.45976016075549264,0.6291302800606136,0.0,0.5937972464923406,0.56719937452984,0.18583609373083057
basterds,True,False,True,False,True,True,False,0.6,3,0.7899441340782123,0.7838137472283814,0.786867000556483,0.4782647259113197,0.47255855795744495,0.4753945197449754,0.6665915408648397,0.20152767514518413,0.309488929687247,0.6449334669514573,0.4859666601103368,0.5239168166629018,0.6665915408648397,0.0,0.530611029612888,0.7134414573852202,0.1966401841401841
basterds,True,True,False,False,True,True,False,0.6,3,0.7720670391061453,0.7626931567328918,0.7673514714047751,0.3132447213649894,0.3808994936329191,0.343775120999802,0.6291302800606136,0.17038945084974952,0.26815388986190086,0.5714806801772494,0.43799403373852014,0.45976016075549264,0.6291302800606136,0.0,0.5937972464923406,0.56719937452984,0.18583609373083057
basterds,True,True,True,False,True,True,False,0.6,3,0.7899441340782123,0.7838137472283814,0.786867000556483,0.4782647259113197,0.47255855795744495,0.4753945197449754,0.6665915408648397,0.20152767514518413,0.309488929687247,0.6449334669514573,0.4859666601103368,0.5239168166629018,0.6665915408648397,0.0,0.530611029612888,0.7134414573852202,0.1966401841401841
basterds,True,False,False,True,False,True,False,0.6,3,0.7597765363128491,0.7789232531500573,0.7692307692307693,0.29893270195773797,0.3943334662050937,0.34006900650418587,0.5932912988709167,0.13772833723789138,0.22355904015425848,0.5506668457138346,0.43699501886434744,0.4442862719630712,0.5932912988709167,0.0,0.6127768704132186,0.5045843272738515,0.26290485829959515
basterds,True,False,True,True,False,True,False,0.6,3,0.7620111731843575,0.7519294377067255,0.7569367369589346,0.4489331277448126,0.44131500230279597,0.44509146970948044,0.6259258804547423,0.13561727409852747,0.22293250536744244,0.6122900604613041,0.442953904702683,0.47498690401195254,0.6259258804547423,0.0,0.5521053994059092,0.63073371660374,0.268986568986569
basterds,True,True,False,True,False,True,False,0.6,3,0.7597765363128491,0.7789232531500573,0.7692307692307693,0.29893270195773797,0.3943334662050937,0.34006900650418587,0.5932912988709167,0.13772833723789138,0.22355904015425848,0.5506668457138346,0.43699501886434744,0.4442862719630712,0.5932912988709167,0.0,0.6127768704132186,0.5045843272738515,0.26290485829959515
basterds,True,True,True,True,False,True,False,0.6,3,0.7620111731843575,0.7519294377067255,0.7569367369589346,0.4489331277448126,0.44131500230279597,0.44509146970948044,0.6259258804547423,0.13561727409852747,0.22293250536744244,0.6122900604613041,0.442953904702683,0.47498690401195254,0.6259258804547423,0.0,0.5521053994059092,0.63073371660374,0.268986568986569
basterds,True,False,False,True,True,True,False,0.6,3,0.7508379888268156,0.8225214198286414,0.7850467289719626,0.29864590788428846,0.41414427751110955,0.34703758914351224,0.5932912988709167,0.18811675330053454,0.28565877353044133,0.5475917318606736,0.47492748354676184,0.47258103054863865,0.5932912988709167,0.0,0.6127768704132186,0.5045843272738515,0.26290485829959515
basterds,True,False,True,True,True,True,False,0.6,3,0.7597765363128491,0.8374384236453202,0.7967193907439953,0.4488785320286109,0.4988440812093498,0.4725441722222378,0.6259258804547423,0.20864196015158074,0.31296294022737114,0.6115269829320674,0.5149748216687503,0.5274088343978681,0.6259258804547423,0.0,0.5521053994059092,0.63073371660374,0.268986568986569
basterds,True,True,False,True,True,True,False,0.6,3,0.7508379888268156,0.8225214198286414,0.7850467289719626,0.29864590788428846,0.41414427751110955,0.34703758914351224,0.5932912988709167,0.18811675330053454,0.28565877353044133,0.5475917318606736,0.47492748354676184,0.47258103054863865,0.5932912988709167,0.0,0.6127768704132186,0.5045843272738515,0.26290485829959515
basterds,True,True,True,True,True,True,False,0.6,3,0.7597765363128491,0.8374384236453202,0.7967193907439953,0.4488785320286109,0.4988440812093498,0.4725441722222378,0.6259258804547423,0.20864196015158074,0.31296294022737114,0.6115269829320674,0.5149748216687503,0.5274088343978681,0.6259258804547423,0.0,0.5521053994059092,0.63073371660374,0.268986568986569
basterds,False,False,False,False,False,False,True,0.6,3,0.7157784743991641,0.6035242290748899,0.6548757170172085,0.23314066619282098,0.36250000343050154,0.28377341106722126,0.6183979091762,0.07901751061695889,0.14012957547835073,0.522439016589395,0.34834724770745007,0.3595929011875935,0.6039631511081855,10.0,0.5502800090590886,0.5549124660008297,0.3701149425287356
basterds,False,False,True,False,False,False,True,0.6,3,0.7669801462904912,0.6289631533847472,0.6911487758945386,0.2883728449302367,0.43705610241697984,0.34747748103793386,0.6371468009143766,0.0856981077253255,0.15107604557763568,0.5641665973783682,0.38390578784235085,0.39656743417003604,0.6472293105620226,5.0,0.5298774767941755,0.6766489279725846,0.4095833333333333
basterds,False,True,False,False,False,False,True,0.6,3,0.7157784743991641,0.6035242290748899,0.6548757170172085,0.23314066619282098,0.36250000343050154,0.28377341106722126,0.6183979091762,0.07901751061695889,0.14012957547835073,0.522439016589395,0.34834724770745007,0.3595929011875935,0.6039631511081855,10.0,0.5502800090590886,0.5549124660008297,0.3701149425287356
basterds,False,True,True,False,False,False,True,0.6,3,0.7669801462904912,0.6289631533847472,0.6911487758945386,0.2883728449302367,0.43705610241697984,0.34747748103793386,0.6371468009143766,0.0856981077253255,0.15107604557763568,0.5641665973783682,0.38390578784235085,0.39656743417003604,0.6472293105620226,5.0,0.5298774767941755,0.6766489279725846,0.4095833333333333
basterds,False,False,False,False,True,False,True,0.6,3,0.625914315569488,0.7459526774595268,0.6806818181818182,0.19400969920704514,0.447501542263205,0.27067223143337366,0.32963669454542016,0.1805153327272539,0.23328135306291273,0.3831869031073178,0.45798985081666194,0.3948784675593682,0.3790821987272332,30.0,0.3643184705975501,0.3696183483537709,0.3201149425287356
basterds,False,False,True,False,True,False,True,0.6,3,0.6781609195402298,0.787621359223301,0.7288040426726559,0.25324783617337143,0.5691203940018071,0.3505206135514073,0.36529256819057865,0.21004322670958273,0.2667215577264543,0.4322337746347267,0.5222616599782303,0.4486820713168392,0.42008645341916545,30.0,0.35130604822274697,0.5357398370634937,0.37625000000000003
basterds,False,True,False,False,True,False,True,0.6,3,0.625914315569488,0.7459526774595268,0.6806818181818182,0.19400969920704514,0.447501542263205,0.27067223143337366,0.32963669454542016,0.1805153327272539,0.23328135306291273,0.3831869031073178,0.45798985081666194,0.3948784675593682,0.3790821987272332,30.0,0.3643184705975501,0.3696183483537709,0.3201149425287356
basterds,False,True,True,False,True,False,True,0.6,3,0.6781609195402298,0.787621359223301,0.7288040426726559,0.25324783617337143,0.5691203940018071,0.3505206135514073,0.36529256819057865,0.21004322670958273,0.2667215577264543,0.4322337746347267,0.5222616599782303,0.4486820713168392,0.42008645341916545,30.0,0.35130604822274697,0.5357398370634937,0.37625000000000003
basterds,False,False,False,True,False,False,True,0.6,3,0.6227795193312434,0.8010752688172043,0.7007642563198119,0.20438197293759378,0.48085854070912476,0.2868447364006607,0.4255476676303063,0.27964561015705847,0.3375033226033464,0.4175697199663812,0.5205264732277959,0.4417041051079396,0.4456298177748522,30.0,0.4136133423924219,0.3715791326674964,0.3201149425287356
basterds,False,False,True,True,False,False,True,0.6,3,0.6760710553814002,0.7987654320987654,0.7323146576117713,0.27146008151374995,0.5649745048871077,0.3667185160522375,0.480549774752133,0.2402748873760665,0.320366516501422,0.47602697054909443,0.5346716081206465,0.4731332300551436,0.5103245486572606,20.0,0.4232108101275089,0.49331559463925123,0.35958333333333337
basterds,False,True,False,True,False,False,True,0.6,3,0.6227795193312434,0.8010752688172043,0.7007642563198119,0.20438197293759378,0.48085854070912476,0.2868447364006607,0.4255476676303063,0.27964561015705847,0.3375033226033464,0.4175697199663812,0.5205264732277959,0.4417041051079396,0.4456298177748522,30.0,0.4136133423924219,0.3715791326674964,0.3201149425287356
